"barcode","vendor","title","price"
"4557968","Northern Trust","U.S. Dollar Clearing - Asia Direct","3731441.39"
"3158252","ING Group","Self-Serve Inquiry and Resolution Management","750951.43"
"3147299","PNC Financial Services Group","Debit Cards","2876458.37"
"4016818","KeyCorp","Automated Clearing House (ACH)","2738484.56"
"2550589","Royal Bank of Scotland","Automated Clearing House (ACH)","2264131.79"
"487998","Northern Trust","Automated Clearing House (ACH)","936752.80"
"3759100","BB&T Corporation","Check Disbursements","1626674.01"
"3608039","BB&T Corporation","Debit Cards","3919542.43"
"4799572","Bank of New York Mellon","Automated Clearing House (ACH)","4487170.37"
"248891","PNC Financial Services Group","Healthcare Link for Payers","2511190.43"
"3641035","Wells Fargo","Self-Serve Inquiry and Resolution Management","409446.46"
"63518","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","2875956.01"
"4762549","Regions Financial","Electronic Payables","1880410.03"
"4149239","ING Group","Payments Fraud Prevention","1263268.73"
"3162770","State Street Corp.","Payments Fraud Prevention","1194301.17"
"3363370","State Street Corp.","Self-Serve Inquiry and Resolution Management","989568.00"
"3711907","U.S. Bancorp","Payments Fraud Prevention","1094170.10"
"3969598","U.S. Bancorp","Payments Fraud Prevention","2536533.39"
"2215596","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","2722601.03"
"683696","BB&T Corporation","Commercial Cards","3542325.91"
"2538613","Northern Trust","Debit Cards","621827.70"
"3968942","Toronto-Dominion Bank","Debit Cards","2864362.15"
"3482","State Street Corp.","Payments Fraud Prevention","3433547.50"
"645664","Northern Trust","Healthcare Link for Payers","585701.51"
"4772464","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","2163300.16"
"2270529","Fifth Third Bancorp","Commercial Cards","414952.95"
"920277","U.S. Bancorp","Electronic Payables","133605.27"
"2269637","BB&T Corporation","Commercial Cards","3181051.86"
"4990308","Regions Financial","Electronic Payables","2922535.90"
"3670066","Wells Fargo","Automated Clearing House (ACH)","3384474.96"
"1391060","BB&T Corporation","Automated Clearing House (ACH)","3387201.35"
"3022832","State Street Corp.","Reference Accounts","4148109.58"
"171629","Toronto-Dominion Bank","Order-to-Pay","4179702.68"
"507277","State Street Corp.","Check Disbursements","2817734.64"
"3796531","BB&T Corporation","Healthcare Link for Payers","4553369.27"
"1375351","Northern Trust","Electronic Payables","4192552.94"
"926287","BB&T Corporation","Reference Accounts","4120792.31"
"1275789","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","1588361.60"
"3859905","State Street Corp.","Reference Accounts","3899566.75"
"361001","Bank of Montreal","Check Disbursements","2659173.91"
"3380788","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","3637296.12"
"2762649","U.S. Bancorp","Debit Cards","1739047.47"
"4072491","ING Group","Debit Cards","1412174.13"
"2412892","Wells Fargo","Automated Clearing House (ACH)","241626.07"
"2584496","State Street Corp.","U.S. Dollar Clearing - Asia Direct","3102129.20"
"4552520","Regions Financial","Automated Clearing House (ACH)","3553599.38"
"1829035","Regions Financial","Cross-Currency Payment Services","4477007.05"
"4557372","ING Group","Automated Clearing House (ACH)","4119273.43"
"2943288","Capital One Financial","Reference Accounts","1125898.10"
"818747","Fifth Third Bancorp","Check Disbursements","3373883.50"
"28720","Bank of New York Mellon","Debit Cards","349702.42"
"582032","Northern Trust","Debit Cards","2371199.52"
"4787971","PNC Financial Services Group","Automated Clearing House (ACH)","4495688.80"
"1524289","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","306586.70"
"3926610","Citigroup","Automated Clearing House (ACH)","186886.80"
"4736744","Bank of New York Mellon","Cross-Currency Payment Services","3335754.64"
"4142098","JP Morgan Chase & Co.","Automated Clearing House (ACH)","4700670.17"
"3159487","JP Morgan Chase & Co.","Order-to-Pay","4379352.51"
"4732068","Regions Financial","Electronic Payables","946119.08"
"969373","State Street Corp.","Commercial Cards","1634422.33"
"2702052","Bank of New York Mellon","Debit Cards","753382.48"
"519940","Toronto-Dominion Bank","Automated Clearing House (ACH)","1649982.28"
"3946680","Regions Financial","Self-Serve Inquiry and Resolution Management","179423.76"
"4416560","PNC Financial Services Group","Healthcare Link for Payers","4144639.57"
"2637341","Bank of America ","Reference Accounts","139367.48"
"472680","BB&T Corporation","Order-to-Pay","1848465.49"
"1846273","BB&T Corporation","Payments Fraud Prevention","4310455.76"
"3351593","KeyCorp","Check Disbursements","4815814.02"
"2380158","Bank of America ","Automated Clearing House (ACH)","3814452.47"
"987548","KeyCorp","Self-Serve Inquiry and Resolution Management","2503780.86"
"902377","SunTrust Bank","Self-Serve Inquiry and Resolution Management","3315027.69"
"3431257","HSBC Holdings","Debit Cards","2587139.96"
"534344","Bank of America ","Commercial Cards","2330244.08"
"2432647","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","2256200.62"
"2565527","U.S. Bancorp","Automated Clearing House (ACH)","4857577.69"
"3757311","Bank of America ","Cross-Currency Payment Services","2689672.75"
"884688","PNC Financial Services Group","Payments Fraud Prevention","2503813.73"
"2489400","Northern Trust","Order-to-Pay","529802.74"
"943644","Citigroup","Cross-Currency Payment Services","3969111.44"
"3024106","Bank of New York Mellon","Electronic Payables","3660866.59"
"760236","KeyCorp","Order-to-Pay","1721094.73"
"2302185","JP Morgan Chase & Co.","Healthcare Link for Payers","2453341.70"
"666621","Capital One Financial","U.S. Dollar Clearing - Asia Direct","2664773.10"
"3712915","U.S. Bancorp","Commercial Cards","700250.02"
"250000","Fifth Third Bancorp","Cross-Currency Payment Services","1510083.28"
"4531109","Wells Fargo","Debit Cards","1706441.86"
"4852256","JP Morgan Chase & Co.","Order-to-Pay","4400658.97"
"3422023","State Street Corp.","Healthcare Link for Payers","2822667.02"
"1935240","JP Morgan Chase & Co.","Automated Clearing House (ACH)","3654606.26"
"3507355","ING Group","U.S. Dollar Clearing - Asia Direct","1400330.65"
"602109","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","4949872.09"
"4791418","Bank of New York Mellon","Healthcare Link for Payers","3237031.15"
"2707147","BB&T Corporation","Debit Cards","3660755.04"
"374530","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","1659119.88"
"116037","Citigroup","Self-Serve Inquiry and Resolution Management","4643094.11"
"3349326","SunTrust Bank","Commercial Cards","3237834.18"
"1478239","Fifth Third Bancorp","Healthcare Link for Payers","4371876.12"
"3767004","Regions Financial","Order-to-Pay","1427530.23"
"3815440","Bank of America ","Order-to-Pay","3211234.69"
"2237315","Capital One Financial","Self-Serve Inquiry and Resolution Management","634969.51"
"3464104","U.S. Bancorp","Reference Accounts","3981387.13"
"702364","Regions Financial","Automated Clearing House (ACH)","1281227.61"
"229205","Regions Financial","Electronic Payables","2673148.57"
"3086276","State Street Corp.","Reference Accounts","336539.30"
"57738","BB&T Corporation","Healthcare Link for Payers","3831338.11"
"1237331","Fifth Third Bancorp","Electronic Payables","3834518.36"
"4781906","Bank of America ","Debit Cards","765762.31"
"3226299","SunTrust Bank","Electronic Payables","3254171.74"
"266464","Toronto-Dominion Bank","Order-to-Pay","3617375.78"
"995415","BB&T Corporation","Commercial Cards","3452566.59"
"3899855","Fifth Third Bancorp","Order-to-Pay","3844912.50"
"1617738","U.S. Bancorp","Reference Accounts","1112349.47"
"1681570","Citigroup","Payments Fraud Prevention","1116783.49"
"758979","Northern Trust","Debit Cards","3841863.07"
"4389337","Regions Financial","Cross-Currency Payment Services","1950409.91"
"3789419","Bank of America ","Order-to-Pay","3984383.13"
"351373","SunTrust Bank","Electronic Payables","3048601.59"
"204513","Regions Financial","Debit Cards","3342297.00"
"11465","State Street Corp.","Commercial Cards","1385475.49"
"3385174","Capital One Financial","Debit Cards","3423825.79"
"1275103","Citigroup","Commercial Cards","2780255.04"
"4256925","Fifth Third Bancorp","Electronic Payables","3785975.41"
"1096380","Northern Trust","Order-to-Pay","4768864.10"
"607010","HSBC Holdings","Check Disbursements","751567.14"
"2874262","Capital One Financial","Self-Serve Inquiry and Resolution Management","4332042.90"
"592963","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","1841999.00"
"4639824","Bank of America ","Electronic Payables","142803.11"
"1347355","BB&T Corporation","Order-to-Pay","3228746.34"
"2711376","ING Group","Electronic Payables","321416.93"
"4939663","SunTrust Bank","Reference Accounts","1471037.72"
"4385517","State Street Corp.","U.S. Dollar Clearing - Asia Direct","3453369.25"
"2652628","Regions Financial","Electronic Payables","2893175.41"
"1126393","SunTrust Bank","Commercial Cards","1503798.81"
"1112534","Northern Trust","Debit Cards","2966476.05"
"129757","Toronto-Dominion Bank","Automated Clearing House (ACH)","4192677.06"
"1918660","Regions Financial","Automated Clearing House (ACH)","3771217.74"
"3586331","ING Group","Cross-Currency Payment Services","1644557.09"
"2014590","Citigroup","Cross-Currency Payment Services","3250686.06"
"1975134","Bank of Montreal","Cross-Currency Payment Services","109122.24"
"212791","Royal Bank of Scotland","Check Disbursements","2560767.82"
"2269938","Wells Fargo","Healthcare Link for Payers","4668999.90"
"4097871","Capital One Financial","Electronic Payables","2256729.61"
"3105622","Citigroup","Payments Fraud Prevention","339832.69"
"4064554","U.S. Bancorp","Order-to-Pay","1760768.07"
"2757020","Bank of America ","Electronic Payables","4351693.46"
"4334756","Bank of Montreal","Healthcare Link for Payers","3682985.63"
"3682085","JP Morgan Chase & Co.","Order-to-Pay","1798502.34"
"4592236","Bank of Montreal","Payments Fraud Prevention","404703.34"
"1062332","U.S. Bancorp","Cross-Currency Payment Services","2675182.85"
"1302978","SunTrust Bank","Electronic Payables","4062636.16"
"3458755","SunTrust Bank","Cross-Currency Payment Services","4543126.34"
"1840070","ING Group","Reference Accounts","815196.96"
"4963631","BB&T Corporation","Self-Serve Inquiry and Resolution Management","3413106.95"
"3762161","KeyCorp","U.S. Dollar Clearing - Asia Direct","2606493.53"
"4937111","Northern Trust","Automated Clearing House (ACH)","1963856.78"
"3013254","Royal Bank of Scotland","Commercial Cards","3391053.84"
"4023911","KeyCorp","Order-to-Pay","892641.83"
"4052880","Wells Fargo","Automated Clearing House (ACH)","931172.37"
"4332253","SunTrust Bank","Debit Cards","4207975.48"
"536697","Northern Trust","Order-to-Pay","3936383.28"
"2886797","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","3897324.64"
"2110373","BB&T Corporation","Order-to-Pay","2574375.01"
"4233883","Royal Bank of Scotland","Automated Clearing House (ACH)","961498.06"
"3476689","Citigroup","Debit Cards","2298760.35"
"2377622","Regions Financial","Check Disbursements","398079.72"
"1269519","Wells Fargo","Electronic Payables","243113.72"
"4409445","JP Morgan Chase & Co.","Automated Clearing House (ACH)","2654477.70"
"1644645","ING Group","Electronic Payables","1647215.39"
"359367","ING Group","Debit Cards","4236446.20"
"121834","JP Morgan Chase & Co.","Healthcare Link for Payers","2383620.17"
"4465256","Bank of New York Mellon","Automated Clearing House (ACH)","2577356.86"
"3199914","U.S. Bancorp","Commercial Cards","1120539.84"
"2118020","Wells Fargo","Check Disbursements","4482730.70"
"898943","Regions Financial","Automated Clearing House (ACH)","3998533.65"
"3547719","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","1449363.21"
"2926134","Royal Bank of Scotland","U.S. Dollar Clearing - Asia Direct","1114047.54"
"3665644","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","3301392.39"
"110121","ING Group","U.S. Dollar Clearing - Asia Direct","806829.77"
"990244","Northern Trust","Check Disbursements","542083.91"
"3886362","PNC Financial Services Group","Payments Fraud Prevention","854350.70"
"331730","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","4171737.64"
"949906","KeyCorp","Commercial Cards","393590.70"
"4536745","ING Group","Automated Clearing House (ACH)","1477081.26"
"1172005","U.S. Bancorp","Automated Clearing House (ACH)","2815380.54"
"139280","PNC Financial Services Group","Healthcare Link for Payers","750782.76"
"3718","Fifth Third Bancorp","Order-to-Pay","1569091.90"
"3505784","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","1289776.21"
"2961369","State Street Corp.","U.S. Dollar Clearing - Asia Direct","795346.72"
"1580932","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","37633.29"
"3679568","Royal Bank of Scotland","Automated Clearing House (ACH)","3162616.59"
"4923273","ING Group","U.S. Dollar Clearing - Asia Direct","746504.27"
"3435351","Bank of America ","Healthcare Link for Payers","4964064.22"
"4996901","Bank of America ","Commercial Cards","3853294.57"
"1309492","State Street Corp.","Payments Fraud Prevention","422443.77"
"2581805","Royal Bank of Scotland","Debit Cards","1227299.22"
"1530953","KeyCorp","U.S. Dollar Clearing - Asia Direct","3893689.49"
"1602659","PNC Financial Services Group","Electronic Payables","1723141.32"
"1112968","ING Group","Self-Serve Inquiry and Resolution Management","1466434.45"
"2136880","ING Group","Payments Fraud Prevention","2738388.76"
"2925633","Wells Fargo","Reference Accounts","3785512.83"
"3762474","State Street Corp.","Self-Serve Inquiry and Resolution Management","3720284.60"
"4501013","KeyCorp","Payments Fraud Prevention","3596579.50"
"1937351","Royal Bank of Scotland","U.S. Dollar Clearing - Asia Direct","1503734.15"
"2991098","Fifth Third Bancorp","Check Disbursements","4366204.99"
"4961107","Bank of Montreal","Self-Serve Inquiry and Resolution Management","4757738.46"
"3453964","HSBC Holdings","Payments Fraud Prevention","224531.75"
"2259879","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","2680711.88"
"3247761","Wells Fargo","Commercial Cards","4763463.48"
"4861519","Capital One Financial","U.S. Dollar Clearing - Asia Direct","1440679.15"
"3654058","PNC Financial Services Group","Commercial Cards","3148809.32"
"3299315","JP Morgan Chase & Co.","Automated Clearing House (ACH)","50507.48"
"253909","State Street Corp.","Electronic Payables","3827387.22"
"485873","Toronto-Dominion Bank","Commercial Cards","3421479.25"
"2982338","ING Group","Check Disbursements","912195.71"
"3126773","Toronto-Dominion Bank","Debit Cards","1858431.55"
"3013893","U.S. Bancorp","Reference Accounts","1462580.35"
"1058253","Fifth Third Bancorp","Electronic Payables","4935162.38"
"4597100","Royal Bank of Scotland","Electronic Payables","3905729.68"
"2911167","Royal Bank of Scotland","Payments Fraud Prevention","3984460.12"
"4068475","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","3805340.15"
"1038931","BB&T Corporation","Payments Fraud Prevention","1989722.02"
